text,label
"""We hate niggers, we hate faggots and we hate spics""-kkk rally",hateful
"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!""",hateful
"""Who the fuck you callin jiggaboo, nigga?!""",hateful
"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",hateful
"""You ain't gunna do shit spear chucker""",hateful
"""You ol trout mouth ass bitch"" 
DEEEEAAAADD",hateful
"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""",hateful
"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends.",hateful
"""on my way to fuck your bitch in the name of The Lord"" - Mr. Race",hateful
"""poor whitey"" http://t.co/3UkKeyznz8",hateful
"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",hateful
#California is full of white trash,hateful
#California is full of white trash who moved from #Oklahoma,hateful
#DTLA is trash because of non-Europeans are allowed to live there.,hateful
#Dutch farmers are white trash.,hateful
#Dutch people who live outside of #NewYorkCity are all white trash.,hateful
#Iowa is full of white trash,hateful
#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,hateful
#Minnesota is full of white trash,hateful
#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,hateful
"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome",hateful
"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",hateful
#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,hateful
#SouthCarolina is full of white trash,hateful
#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,hateful
"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",hateful
"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",hateful
"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",hateful
#Virginia is full of white trash.,hateful
#WestVirginia is full of white trash.,hateful
"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",hateful
#firefighter is a job for white trash,hateful
#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,hateful
&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,hateful
&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,hateful
&#128514;&#128514; fucc nicca yu pose to be pullin up,hateful
"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",hateful
&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,hateful
&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,hateful
"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf",hateful
&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,hateful
"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""",hateful
"&#8220;@Crowdifornia: We agree... do you? http://t.co/4diz5NKYMN&#8221; FUCK YES, I DO! Send those illegal, wetbacks home!!!",hateful
"&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man",hateful
&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha,hateful
"&#8220;@FunnyPicsDepot: ""fucking white people"" http://t.co/uyjGzuX4Cc&#8221; bitch wut?",hateful
"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.",hateful
&#8220;@MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.,hateful
"&#8220;@Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer",hateful
"&#8220;@MikeyPDaCav5: I love the song ""John Doe"" #dope&#8221; @MirandaWigley @edenbaby101 faggots",hateful
&#8220;@MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.,hateful
&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot,hateful
&#8220;@NiHao_Rocky Who is she? RT @DrTruth247: Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper,hateful
&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga,hateful
"&#8220;@NoChillPaz: White kids favorite activities
1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;",hateful
"&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE",hateful
"&#8220;@TP_Three: @WestSideFlee @KekePalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;

Fall back nigga &#128299;.. I don't share my hoes",hateful
&#8220;@_BitchBUH: Shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;,hateful
&#8220;@_honeysays: My phone charging backwards &#128533;&#8221; retarded,hateful
&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin,hateful
&#8220;@boojieque: &#128514;&#128169;RT @WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos,hateful
"&#8220;@dnumberbefore2: &#8220;@Vice504fly: @dnumberbefore2 u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin",hateful
"&#8220;@iamkrause: No need to thank me, killing niggers is it's own reward.&#8221; 

Dis my pal from our graduation when we was 26",hateful
&#8220;@kaylendenise_: I hate that bitch &amp; the fact that oomf likes her.. just no &#128528;&#8221; retweeettt 1000x.,hateful
&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk,hateful
&#8220;@medaOriginBitch: That one friend who you greet with an insult.&#8221; @MorbidMermaid @EvanBecker513 niggers,hateful
"&#8220;@rocafella123 ""@waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;",hateful
&#8220;@spannerhead29: @VertrellCarter #faggot&#8221; #Respect,hateful
"&#8220;@thejanicexxx: o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao&#8221; you can dm me",hateful
&#8220;@ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag,hateful
&#8220;@waymoflydenu Why yall think its ok to be faggots?&#8221; and want us to be cool with them,hateful
&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A,hateful
' Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;,hateful
' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX,hateful
"' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT",hateful
' This niggah pharrell or whatever this niggah name is don't deserve shit for that white ass gay song .,hateful
"'Damn you, whitey!' You'll get a kick out of the 'newest form of white privilege' http://t.co/zLpFZsITOm",hateful
"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""",hateful
",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",hateful
------&gt;RT @Maxin_Betha @HumbltonBanks ankle socks in general are for the faggots bro,hateful
...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be,hateful
"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker",hateful
2 beer queer,hateful
2 hoes 1 dyke,hateful
"4 old hoes, a ponk, and a dyke outchea having ""girl talk""",hateful
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;,hateful
"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz",hateful
@05proFESSOR I bet he's a Starbucks queer,hateful
@2014samanthaKay good enough fag,hateful
@AGreasyMonkey @Huntermoore faggot,hateful
@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.,hateful
"@Alicia112794 So basically you like the background music, fag.",hateful
@AmericanWhiteHM I hate that nigger.,hateful
"@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now.",hateful
@AnUglyNigga this is retarded,hateful
@AndreBerto can't wait for more PEDS is that it? Roid munching faggot,hateful
@AndrewJBurns1 @Tommy_Russell_ homo ass crackers,hateful
@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens,hateful
@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people,hateful
"@AnthonyCumia 
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value",hateful
"@AntonioFrench The ""You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown",hateful
@Arbogucci guys not supposed to get their ass sucked queer,hateful
"@Aryanliving Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet).",hateful
@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ape? Fuck u broke ass racist,hateful
@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag,hateful
"@AustinG1135 answer my snapchat faggot 
#butthurt",hateful
@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..,hateful
"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",hateful
@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it,hateful
@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up,hateful
@BeyondTomcat you'd like that wouldn't you fag,hateful
@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz,hateful
@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,hateful
@Blackman38Tide lmfao go to bed whitey &#128129;,hateful
@BloggerBoxing @rianscalia pass the Fosters faggot,hateful
@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...,hateful
@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,hateful
@BossMelle never followed him ignorant monkey,hateful
@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,hateful
@BreeOlson @Gingerbeard66 your a nasty nigger whore,hateful
@Brenddan_ they said some bullshit. Damn niggers,hateful
@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas,hateful
@Briana_Rashae I'd like to rape the bitch that posted that.,hateful
"@Brice2254 Fuck you, faggot.",hateful
@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh,hateful
@Buckm00se @letsargueboxing sand nigger ran over some Kidd,hateful
@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,hateful
@Buckm00se Joe Cortez is the ultimate faggot that fight proved it,hateful
@Buckm00se all us beaners were pissed like robert when the jew ref stopped it,hateful
@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,hateful
@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful,hateful
"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!",hateful
@Campos_uli is a fag #hesgay,hateful
@CarelessOne92 you styl gotta get dem tweets off my nig,hateful
@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,hateful
@ChaleCarlo5 stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,hateful
@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.,hateful
"@CharleeRedz13 your gay stfu, dumb monkey",hateful
@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;,hateful
@CheCha__ be gone my nigguh,hateful
"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot",hateful
@Chink_19 shut up chink.!!!,hateful
"@Chris_Anzueto @Josh_Mackey15 you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace.",hateful
@Christian_ESEM you don't know what your talking about retarded faggot,hateful
"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao",hateful
@CrackerJhak Because you're a fag,hateful
@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,hateful
"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol",hateful
@DangItsTiff you look like fucking shrek bitch,hateful
@DanielSizelove @Conrad_MLG get on cunt,hateful
@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,hateful
@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,hateful
@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.,hateful
@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,hateful
@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,hateful
@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot,hateful
"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",hateful
"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope.",hateful
@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;,hateful
"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!",hateful
@DevilFzyq @DevilElyie @TehDevilClan shut up fag,hateful
@DjChubbESwagg this like a retarded wu-tang clan,hateful
@DolanGang beans u beaner?,hateful
@DolanGang you wouldn't know fag,hateful
"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal",hateful
@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.,hateful
@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,hateful
@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!,hateful
"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike.",hateful
@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here,hateful
@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger,hateful
@EvanDMyers @nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one,hateful
@Fardousaa becuz no man should celebrate his bday at a drreams #faggot,hateful
@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe,hateful
@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN,hateful
@FrankieJGrande ew queer white thirsty bitch,hateful
@FrankieJGrande fugly queer white trash,hateful
@FrankieJGrande omg gtfo white faggot,hateful
@FreddyAmazin ratchet looking nigger,hateful
@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,hateful
"@Fromtheshwa yes now get off twitter, you lame negros should have never learned how to use the Internet",hateful
@FuckBoiRik hahahaha youza fuck wigger,hateful
"@Fugazi3011 ""leave you beaner retard""",hateful
@Garner_412 heyyyyyyyyyyy fag boy am I gonna watch you play?,hateful
"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey",hateful
@GlitteredInPink hoe don't tweet me,hateful
"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",hateful
"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit.",hateful
"@Godsmack_Music @iTunesMusic @iTunes That band is white trash, and only white trash would buy that album.",hateful
@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!,hateful
@GrizzboAdams @wyattnuckels haha ight nig calm yoself,hateful
@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA,hateful
@GrizzboAdams ight nigga haha fucking queer has to clear his schedule,hateful
@GrizzboAdams roid rage much faggot?,hateful
@Gutierrez_Alf legit retard,hateful
"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to",hateful
@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.,hateful
"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +",hateful
@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies,hateful
@Herfarm Move out of our country teabaggers!,hateful
@HollowDaDonLOM those god damn chinks. http://t.co/Bi6fgP5vGo,hateful
@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger,hateful
@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.,hateful
@Hovaa_ shut up lizard faggot nigger cunt,hateful
@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies,hateful
@HuffingtonPost if the faggots can have a page y cant they?faggots offend me more than them,hateful
"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back",hateful
@HuffingtonPost y don't that bitch just shoot herself? so sick of all those whores!,hateful
@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white,hateful
@Huntermoore happy cuz I woke up white and not a nigger!,hateful
@Huntermoore nigger!!,hateful
@IDisDummies Can you speak one coherent sentence without sounding like a nig? Seriously.,hateful
@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,hateful
"@IWantHis_Heart Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat",hateful
@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,hateful
@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches,hateful
@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,hateful
@Im_Thirst randies are fags,hateful
@ImpactParasite just fuckin roasted this faggot,hateful
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,hateful
@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,hateful
@ItsKeeshKapeesh *yourself *faggot buy a dictionary,hateful
"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC",hateful
@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,hateful
@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,hateful
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,hateful
@JOLTNG niger,hateful
"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",hateful
@JRise88 @G_Anderson4 what do you want fag,hateful
@JRise88 @LongLiveTylerD your a fag,hateful
@JRise88 shut up you stupid bitch,hateful
@JacobbBacker fag,hateful
@JacobbBacker you don't know shit about me faggot bitch,hateful
@JadeGreenleaf fag,hateful
@JaiBrooks1 faggot,hateful
@JaiBrooks1 not funny u faggot,hateful
@JaiBrooks1 ur brother looks so queer and ugly,hateful
"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",hateful
@Jaytwofly @G_MUCKA good leave you stupid faggot,hateful
"@Jaytwofly huh, lol mad nigger is mad",hateful
@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,hateful
@JimBoberson happy birthday faggot,hateful
"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days.",hateful
@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420,hateful
@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,hateful
@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,hateful
"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",hateful
"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",hateful
@JungleFeverFren fuck u nigger,hateful
@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,hateful
@KamRenee ugly nigger,hateful
"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",hateful
"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day",hateful
@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot,hateful
@Kevin_McAdams Because Ian's retarded,hateful
"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",hateful
@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,hateful
"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",hateful
@L1LTR4P fucking losers wetbacks #SorryNotSorry,hateful
@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,hateful
@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?,hateful
@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.,hateful
@LexVan13 go back to nigeria faggot,hateful
@Lil_A47 &#128514;&#128514;&#128514; you're a coon,hateful
"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.",hateful
"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards",hateful
@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,hateful
@MakeAnothaHov T.o. was a faggot crybaby,hateful
@MarianCristinax you a fag b,hateful
@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!,hateful
@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,hateful
@Matt_Petrie22 geta Life faggot,hateful
@Maxwell_Larsen your a cunt,hateful
@McwilliamsBrett shut your legs hoe,hateful
@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!,hateful
@MilesM_05 shut up coon.,hateful
@MillerLite I don't follow you because everything about your company is white trash.,hateful
@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!,hateful
@Mimistheone stop trolling me u creepy ass cracker!!!,hateful
"@Misplaced_Momma 
She be what we say in da hood white trash",hateful
"@Misplaced_Momma 
Y&#8217;all whitey gots to PAY fo da preparations",hateful
@Montea_Rollin @kayysavage I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;,hateful
@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype,hateful
@MorbidMermaid do you work today niglet?,hateful
@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit,hateful
@MrMooncricket @FuckTheMallcops @AtBlackface @UncleUnco @BobbyBotsods @RacistNegro69 y'all is coons n uncle toms,hateful
"@MrMooncricket @RacistNegro69 fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!",hateful
"@MyNameShouldBe only one problem theres a ""no pussies allowed"" sorry @kerrythekilla...",hateful
@NOT_UR_BRO @niccol3_xo lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg,hateful
"@NYRKelsMads @DaniloNavarro85 Hey fag, I said this was your aunts. *He* said it was you.",hateful
@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.,hateful
@Newser big fucking deal...cry baby niggers,hateful
@Nien_Nunb what did you search? Gay redneck episode 1 play?,hateful
@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot,hateful
@NyJusDntGAF just like a nig to come home when ever they want,hateful
